SAP,NAME,ADDRESS,ZIPCODE,CITY,COUNTRY,PHONE,FAX,EMAIL,OBS,LINK
215250,TAXI F. G. CARGO,"R ROCHA PEIXOTO, 265 R/C ESQ",4100-434,PORTO,PT,226063884,,,,
215251,NUNO MIGUEL CABRITA CUNHA,"RUA DO ALENTEJO, 31 - 5º ESQ.",2835-756,VILA CHÃ-BARREIRO,PT,,,nunomcunha@gmail.com,,
215252,CARLOS BESSA,Apartado 31,9760-909,PRAIA DA VITÓRIA  - AÇORES,PT,,,,,
215253,ACITEL,AV SALGUEIRO MAIA 1072 A/B,2785-502,SÃO DOMINGOS DE RANA,PT,21 762 03 00,21 762 03 33,imartins@acitel.pt,,
215254,LUIS MANUEL ARAUJO,"AV. EUGENE LEVY, 55 - 2º A",2705-304,COLARES,PT,,,luisaraujo@fl.ul.pt,,
215255,PEDRO FILIPE L B GOMES RODRIGUES,R PROF MIRA FERNANDES LT 6 7º DT,1900-385,LISBOA,PT,,,pedrofrodrigues@gmail.com,,
215256,ISLA - INST SUP DE LINGUAS ADM SA,ESTRADA DA CORREIA 53,1249-066,LISBOA,PT,21 030 99 00,21 030 99 17,isla.lisboa@lx.isla.pt,,
215257,MARIA CÃNDIDA CALHAU,"RUA 23, Nº 46-BAIRRO DA ENCARNAÇÃO",1800,LISBOA,PT,,,,,
215261,"SOC. TECNICA ISOLAMENTOS, LDA.SOTECLIS","RUA JOSEFA DE OBIDOS, 3A",2700-506,AMADORA,PT,21 475 26 01,21 475 22 05,,,
215262,SARA FIGUEIREDO C. NEVES CABRAL,"RUA SOUSA PINTO, 12-1ºDTº",2745-335,QUELUZ,PT,,,,,
215263,RUI MARQUES RIBEIRO DOS SANTOS,"RUA AMÉLIA REY COLAÇO, 5-6ºESQ.",2685-185, PORTELA LRS,PT,,,,,
215264,RAFAEL IGLESIAS LOPES DA CUNHA,RUA DA ESRADA NOVE - 108,4935-335,VILA NOVA DE ANHA,PT,,,,,
215265,PAUL WAKABAYASHI,"RUA LATINO COELHO, 227 - R/C DT",2750-408,CASCAIS,PT,,,,,
215266,"CHIRON-SISTEMAS DE INFORMAÇÃO, LDA","ALAMEDA FERNÃO LOPES,Nº16,10º ANDAR",1495-190, ALGÉS,PT,21 412 70 01,21 412 70 02,fo@chiron.pt,PESSOA A CONTACTAR: DRª FÁTIMA OLIVEIRA,
215267,FEDERICO PALOMO DEL BARRIO,"R. D. ESTEFANIA, 84 - 5º B",1000-158,LISBOA,PT,,,,,
215268,ARMANDO JOSE POMBEIRO,"PRACETA MAESTRO IVO CRUZ,12-4ºB",1500-401,LISBOA,PT,21 841 92 37,21 846 44 55,pombeiro@ist.utl.pt,,
215269,MIL PAGINAS COMUNICAÇÃO IMAGEM LDA,AV DA BOAVISTA 1015 - 4º P SALA 401,4100-128,Porto,PT,22 543 24 93,,,NÃO SE CONSEGUE CONTACTO,
215270,Claudia Muller-Ferreira Porto,"RUA AZEDO GNECO 82, 2ºE",1350-039,LISBOA,PT,,,,,
215271,MANUEL TAVARES EMIDIO,LG CASTRO SOROMENHO Nº 3 R/C E,1800-004,LISBOA,PT,21 851 40 83,,tavares.emidio@sapo.pt,,
215272,AREG AMIRKHANIAN,R ARTUR BRANDÃO 15 - 4º C,2780-193,OEIRAS,PT,,,,,
215273,Helder António Lameiro Ferreira,"R Luciano Cordeiro, 5  - 3º Dt",2780-641,Paço de Arcos,PT,,,,,
215274,Luís Filipe Albuquerque Sousa e Sá,"R José Estevão, 12 - R/c",1150-202,Lisboa,PT,,,,,
215275,NUNO MEIRA,"R DA ESTAÇÃO, 117 - 2º",4300-172,PORTO,PT,,,,,
215276,HELENA MARIA CARVALHO MAURICIO,"RUA DA BENEFICENCIA, 201 - 1º Dt",1600-019,LISBOA,PT,,,,,
215277,MARIA CRISTINA F GALLO PEREIRA,"RUA ANTÓNIO PEDRO, 25 - r/c ESQ",1150-044,LISBOA,PT,,,gp.cristina@gmail.com,,
215278,ANTÓNIO GUEDES DE OLIVEIRA,"RUA DE ENTRECAMPOS, 324",4150-291,PORTO,PT,,,,,
215279,JOSÉ ESGALHO VALENÇA,"RUA DE PINHEIRO, 17",4710-099,LAMAÇÃES-BRAGA,PT,,,,,
215280,ISAIAS FRAGOSO DOS SANTOS HIPOLITO,"RUA D. MARIA LUISA, 2",3060,ANÇÂ,PT,,,,,
215281,ISABEL BARAHONA DA FONSECA,"R. Prof.Orlando Ribeiro, M2-.1º Esq",1600,TELHEIRAS-LISBOA,PT,,,,,
215282,CRISLUX ILUM E MAT ELECTRICO LDA,R PORTUGAL DURÃO 50 C/V,1600-187,LISBOA,PT,21 795 67 94,21 793 39 93,,NÃO SE CONSEGUE CONTACTO,
215283,MARIA TERESA VAZ TORRÃO LAGO,"Rua do Campo Alegre, 526, 3º Dtº",4150-179,PORTO,PT,,,,,
215286,NANCY DANTAS,"R CARLOS ANJOS, LOTE 18 - 1º",2645-175, ALCABIDECHE,PT,96 650 07 67,,,,
215287,JOÃO AMADO DO ROSÁRIO PINTO,"Praceta do MFA Lote 1,r/c esq.",2745,BARCARENA   Tercena,PT,21 437 95 42,,,,
215288,CARLA SOFIA MACHADO MENDES,PRACETA ANTÓNIO SÉRGIO 10 -6º ESQ,2795-252,MONTE ABRAÃO-QUELUZ,PT,,,mendes.carla@gmail.com,,
215289,MARIA MANUELA DOS REIS MARTINS,UNIVERSIDADE DO MINHO,4710,BRAGA,PT,,,,,
215290," SOC. AGRICOLA MONTE DA TAROUCA, LD",AV. D. AFONSO HENRIQUES nº 1272 8º,4450-017,MATOSINHOS,PT,229396600,2299396609,,,
215291,CARLOS EDUARDO R.COSTA SALEMA,"Av. República 39, 9º",1050-187,LISBOA,PT,,,,,
215292,CECILE PAYS,"RUA DOS LUSÍADAS, 16  4º ESQ",1300-371,LISBOA,PT,,,amarioa@live.com.pt,VER NOTA,
215293,MARIA CRISTINA L.RODRIGUES GRANDE,"RUA MACHADO SALDANHA, 613 - 1º ESQº",4150-000,PORTO,PT,,,,,
215294,"TOPFILM-COMUNICAÇÃO VISUAL, LDª",R MELO E SOUSA 395 4º A/B,2765-253,ESTORIL,PT,21 422 99 96,21 422 99 97,info@htopfilm.pt,,
215295,JOSÉ JOÃO FERNANDES PEREIRA,"RUA ALIANÇA OPERÁRIA, 1 - 1º ESQ.",1300-044,LISBOA,PT,,,,,
215296,MARIA HELENA TOPA,"Rua Dr.Alberto Macedo,763-Hab.25",4100-032,PORTO,PT,,,,,
215297,CIPRIANO DINIZ RODRIGUES,"R.DA BELA VISTA À GRAÇA, 27 A-LJ 32",1170-054,LISBOA,PT,21 812 81 81,21 812 81 81,ciprianodiniz@netcabo.pt,,
215298,LUIS MIGUEL CAROLINO,"RUA JOSÉ ESTÊVÃO, Nº 117, 1ºDTO",1150-200,LISBOA,PT,,,,,
215299,JOSE VIRIATO SOROMENHO MARQUES,"PR.DR.JOAQUIM FERREIRA SOUSA,Nº5-4º",2900-194,SETÚBAL,PT,,,viriatosmarques@netcabo.pt,,
215300,SPDH - SERV.PORT.DE HANDLING  SA,aeroporto de lisboa  apartado  5019,1704-801,lisboa,PT,,,,,
215301,JOÃO LUIS VELOSO PAIXÃO,"R HERMÍNIO MONTEIRO, 3 - 2º B",1750-401,LISBOA,PT,,,,,
215302,FRANCISCO SARSFIELD CABRAL,"RUA DO ALTO DO DUQUE, 41",1400-009,lisboa,PT,,,,,
215303,OLGA POMBO,"AL.DAS LINHAS DE TORRES,219-4ºESQº",1750-144,lisboa,PT,,,,,
215304,NEOGRAF,"RUA PRISTA MONTEIRO, 18-A",1600-253,LISBOA,PT,21 711 14 59,21 711 15 22,,,
215305,ANA NUNES DE ALMEIDA,"AV. TOMÁS RIBEIRO, 98",2790-422,QUEIJAS LINDA-A-PASTORA,PT,,,ana.nunes.almeida@ics.ul.pt,,
215306,ANTONIO MANUEL NUNES DOS SANTOS,"RUA LUÍS SERRÃO PIMEMTEL,3-7ºDTO.",2800,ALMADA   PRAGAL,PT,,,,,
215307,JOSÉ LUIS CRESPO DE CARVALHO,"RUA CARVALHÃO DUARTE, 8 - 3º C",1600-423,lisboa,PT,,,,,
215308,FERNANDO GIL,"R.Capitão Tenente Oliveira e Carmo,",1800-050,LISBOA,PT,,,,,
215309,MARIA INES BRANDÃO,"R ALEGRE, 3 - P4 - R/C",2765-392, ESTORIL,PT,,,ines.fialho.brandao@gmail.com,,
215310,ANA CRISTINA CONCEIÇÃO DA SILVA,URB DO BULHÃO LT.P1,2600,VILA FRANCA DE XIRA,PT,93 801 36 62,,acrissilva@hotmail.com,,
215311,ANTÓNIO DE SOUSA FRANCO,"AV. DUQUE DE LOULÉ, 106 - 8º",1050-093,LISBOA,PT,,,,,
215312,MALIFA-ARTES GRAFICAS LDA.,"Estada de Sassoeiros, 96 A",2775-530,Carcavelos,PT,21 457 00 58,214579310,malifa@sapo.pt,,
215313,JOÃO CARDOSO ROSAS,"RUA JOSÉ AFONSO, 19 - 3º B",4700,BRAGA,PT,,,,,
215314,EQUI IMAGINGRECICLAGEM PROD. INFORMÀTICOS,Praça Dr. Bernardino António 177-G,1100-209,LISBOA,PT,21 8863773/4,21 886 37 75,,,
215315,LOURENÇO EGREJA,RUA PROF SOUSA CÂMARA 199 3 DTO,1070-216,LISBOA,PT,,,egreja@hotmail.com,,
215316,ANDREIA SILVEIRA,"RUA PADRE ANTÓNIO VIEIRA,23-1ºESQº",2675-098,PÓVOA DE SANTO ADRIÃO,PT,,,,,
215317,"L M E-EQUIP ELÉTRICOS, LDA",ESTR PALMEIRAS 60,2745-578,BARCARENA,PT,21 436 03 87,21 436 73 80,geral@lme.pt,,
215318,PEDRO JOÃO PAULO SANTOS FILIPE,"RUA DA CALÇADINHA, 8",2540-378, CARVALHAL,PT,,,,,
215319,"VIASONICA, LDA.SERVIÇOS COMER. ELECTRONICA","CALÇ. POÇO DOS MOUROS, 55",1170-315,LISBOA,PT,21 813 50 83,21 812 20 34,,,
215320,MOIO DESIGN,"RUA 13 DE JANEIRO DE 1898, Nº 9",2780-302,OEIRAS,PT,963387375,21 441 83 45,,,
215321,RODRIGO BETTENCOURT DA CAMARA," R. ALIANÇA OPERARIA, 1-2ºESQ.",1300-044,LISBOA,PT,964049954,,,,
215322,NINA BARREIROS DE MATOS FERREIRA,"CALÇADA DAS NECESSIDADES, 62 C/ESQ",1350-214,LISBOA,PT,21 396 72 74,21 396 72 74,ninabarreirosferreira@gmail.com,,
215323,"SILVA'S LEILOEIROS, Lda","Rua do Sacramento à Lapa, 24",1200-794,LISBOA,PT,213 961 931,213 954 985,,,
215324,LUIS LEANDRO VASQUES DINIZ,"QUINTA DO BULHÃO, LOTE P3 C/V",2600-081,VILA FRANCA DE XIRA,PT,,,,,
215325,PEDRO MANUEL GONÇALVES LOURTIE,"PR. FRANCISCO SA CARNEIRO,10 3ºESQ.",1000-160,LISBOA,PT,,,lourtie@dem.ist.utl.pt,,
215326,ANTONIO HENRIQUES CARNEIRO,"PRACT. MARIO SA CARNEIRO, E 4º-ESQ.",4450-097,MATOSINHOS,PT,,,,,
215327,"ALCHIMIA DA ARTE - CONS.E REST.,LDA","RUA 25 DE ABRIL,33 R/C ESQ.",2795-580,CARNAXIDE,PT,919142208,,,,
215328,PURO ACASO L D A,CÇ MARQUÊS DE ABRANTES 107 - CV.,1300-113,LISBOA,PT,21 364 51 90,,mr.catering@puroacaso.pt,,
215329,"SOC. PORT. PURIFICAÇÃO DE AGUAS,LDA","AV. 25 ABRIL, 901 C/V",2750-515,CASCAIS,PT,21 484 40 20,21 483 20 45,,,
215330,"VORTEXIS-SERV. CONSULTORIA, UNIP.LD",R. PERO DE ALENQUER 26,1400-295,LISBOA,PT,,,,,
215331,MARIA LEONOR GRAÇA SARAIVA,"R PADRE FRANCISCO ÁLVARES,1 2º ESQ.",1500-478,LISBOA,PT,,,,,
215332,MARIA LUISA SOLLA MENDES FONSECA,"RUA SACADURA CABRAL, 76 1º ESQ",1405-713,LISBOA,PT,,,luisa_solla@sapo.pt,e-mail,
215333,JOÃO PEDRO CARVALHO DE ALVARENGA,ESTRADA MONUMENTAL-214-AP.3,9000-098, FUNCHAL,PT,,,jp.alvarenga1@gmail.com,,
215334,ISABEL CORREIA,"RUA MARIA BROWN, Nº 9 - 7ºC",1500-431,LISBOA,PT,,,,,
215335,MONICA SOFIA FARIA DE J. MONTEIRO,"RUA MANUEL RODRIGUES MAIA, 146",3060-703,TOCHA,PT,,,,,
215336,HUMBERTO D. UBACH CHAVES ROSA,"RUA LAURA ALVES, 157-5º 5º ESQ.",2775-116,PAREDE,PT,,,,,
215337,MONIKA PISZCZELOK,ALM. QTA SANTO ANTÓNIO 5  3 - 1º ES,1600-675,LISBOA,PT,,,,,
215338,RODRIGO J. FERREIRA G. QUEIROS,URB. CASAL DAS NOGUEIRAS  L. 12 - 2,3030,COIMBRA,PT,,,,,
215339,ALITALIA,PRAÇA MARQUÊS DE POMBAL 1 5ºB,1269-021,LISBOA,PT,21 353 64 53,21 352 06 80,marketing.lisboa@alitalia.it,,
215340,"EPUL - EDIÇOES E PUBLICAÇOES, LDA.","RUA JOSÉ FALCÃO, 57 - 4º ESQ.",1000-184,LISBOA,PT,213 161 192,213 161 194,,,
215341,INSTITUTO DA CONSER DA NATUREZA,RUA FERREIRA LAPA Nº 29- 1º,1169-138,LISBOA,PT,21 350 79 00,21 350 79 84,icnb@icnb.pt,,
215342,NLS NEW LINK SOLUTIONS  S AUNIDADE DE NEGOCIOS PENTAVISÃO,"R.DR. JOSE ESPIRITO SANTO, LT 1-A",1950-096,LISBOA,PT,21 792 49 00,21 792 49 80,nls@nls.pt,,
215343,"MGC ARQUITECTOS ASSOCIADOS, LDA","RUA LUISA TODI, 16-2º",1200-245,LISBOA,PT,,,,,
215344,JOANA SOUSA RIBEIRO,"Av Elísio de Moura,nº339,7º Norte",3030-183,COIMBRA,PT,,,,,
215345,FILMEBASE SER CINEMATOGRAFICOS LDA,AV DOS EUA 51 5º DTO,1700-165, Lisboa,PT,21 840 46 77,21 848 98 01,jpinto@filmebase.pt,,
215346,HELENA VASCONCELOS,"R Inglaterra, 248",2765-231,ESTORIL,PT,,,,,
215347,ANA FILIPA BARCELOS PEREIRA SILVA,"R AURA ABRANCHES, 5 - 3º E",1500-066,LISBOA,PT,,,,,
215348,SANDRA MARIA BRAS DOS SANTOS,"RUA CAVALEIRO DE OLIVEIRA,55-4ºE Q",1170-086, LISBOA,PT,,,centrodocumentacao@fasvs.pt,,
215349,PEDRO NUNES,"R Leopoldo de Almeida, 1-11ºA",1750-137,LISBOA,PT,,,,,
215350,INST FRIGORIFICAS P AGRI IND LDA,"RUA FERREIRA CHAVES, 8 - GAB. 107",1070-127,LISBOA,PT,21 382 80 00,21 386 59 91,ifaimail@gmail.com,,
215351,MARINA BAIRRÃO RUIVO,"R DE CAMPOLIDE, 27 - 3º DRTº",1070-026,LISBOA,PT,21 387 75 23,21 387 75 23,m.ruivo@fasvs.pt,,
215352,SUSANA GLORIA FIALHO MAIA,R DAS FURNAS Nº18 3ºESQ,1500,LISBOA,PT,,,,,
215353,DORA ALEXANDRA A RIBEIRO RODRIGUES,"RUA FEIJOAL, 4 - LOMAR",4700-193,BRAGA,PT,,,,NÃO TEM E-MAIL,
215354,TESA PORTUGAL PROD.ADESIVOS LDA,"R.SOEIRO PEREIRA GOMES,59-APART 87",2746-901,QUELUZ,PT,21 434 96 00,21 435 14 99,portugal@tesa.com,,
215355,"FORMATO XXL  MAT.IND.FOTOG.,LDA",Av.Brasilia Edif.dos Armadores nº.8,1400-298,LISBOA,PT,213040337,213040338,,,
215356,"ENKROTT-GESTÃO E TRATAM.ÁGUAS,SA.QUINTA DO LAVI, BLOCO B-1 Nº 15-16",ZONA INDUSTRIAL ABRUNHEIRA,2710-089,SINTRA,PT,21 915 63 80,21 915 64 20,,,
215357,Luís Pires Correia,"Av. Cidade de Luanda,L B - 5ºDt",1800, LISBOA,PT,,,,,
215358,"NOKSYS INFORMATICA , SA","R D LUÍS I, Nº 19 3º ANDAR",1200-149,LISBOA,PT,21 799 80 60,21 394 00 44,info@nok.pt,www.nok.pt,
215359,STIRTAN,"PRACETA DAS FÁBRICAS, 2",2790-064,CARNAXIDE,PT,21 425 50 00,21 425 50 99,,,
215360,MANUEL DE JESUS COSTA,R HORTA E SILVA A,1400, LISBOA,PT,21 362 00 91,,,,
215361,COMPANHIA PAULO RIBEIRO ASSOCIAÇÃO CULTURAL,TEAT VIRIATO LAR MOUZ ALBUQUERQUE,3511-901, VISEU,PT,23 248 01 10/2,23 248 01 11/2,geral@pauloribeiro.com,,
215362,LABFT-LAB ARQUITEC URBANISMO LDA,R GUEDES AZEVEDO 119 5º -A8,4000-272,PORTO,PT,22 203 84 21,,labft@aeiou.pt,,
215363,REINALDO CARVALHO,"RUA DE S. MARÇAL, 4 - A",1200,LISBOA,PT,21 342 15 82,,,,
215366,DOMINGOS CARDOSO,"Rua Camilo Pessanha, 23, R/c Dt.º",2845-443,AMORA,PT,21 225 60 81,,,,
215367,MARGARIDA REIS,"RUA PROF. DUARTE LEITE, 245 - 3º ET",4200-270,PORTO,PT,,,,,
215368,OVERPHARMAPRODUTOS MEDICOS E FARMACEUTICOS,Av. Dr. F. Ricardo Ribei 18 r/c Dtº,2745-771,Queluz,PT,214 307 760,214 307 769,overpharma.info@netcabo.pt,,
215369,ANA MARGARIDA PETERS CASTRO SIMAS,"AV. PATRÃO JOAQUIM LOPES,19-1ºFRT",2770-134,PAÇO DE ARCOS,PT,,,guidasimas@hotmail.com,,
215370,JOAO GUILHERME N. LEOTTE QUINTINO,R.PART AO ARCO CARVALHÃO 10  7º Esq,1070-200,LISBOA,PT,,,,,
215371,AMERLAB LDA.,"Rua D. Luis Noronha, 4 A",1050-072,Lisboa,PT,217 956 912,217 957 174,,,
215372,"IDENTIDADEQUATROPessoas, Eventos e Comunicação Lda.",Rua D. Pedro V - 122 - 5º,1250-094,LISBOA,PT,213 430 448,,,,
215373,ORTOPEDIA MODERNA,TRV DA GLÓRIA 28,1250-118,LISBOA,PT,21 342 83 61,21 342 01 77,orto_moderna@hotmail.com,,
215374,P&I PROP INV S MEDIAÇÃO IMO LDA,LARGO DAS PALMEIRAS 9,1050-168,LISBOA,PT,21 350 58 00,21 316 05 17,seg.sf@grupoipg.pt,,
215375,"IWAYTRADECONSULT. SIST.INFOR. GESTÃO,S.A.","Pr. das Indústrias,Edif.AIP Piso 2",1300-307,LISBOA,PT,,,,,
215377,EVANDRA SOFIA BRITO GONÇALVES,"Rua Domingues Alvarez, 24-15-B",4100,PORTO,PT,,,,,
215378,SOC HOTELEIRA DE SETE RIOS SAHOTEL SANA METROPOLITAN,R SOEIRO PEREIRA GOMES PARCELA 2,1600-198,LISBOA,PT,21 798 25 00,21 795 08 64,rsv.metropolitan@sanahotels.com,,
215379, ANA CRISTINA ROSA DA SILVA,"AV. 25 DE ABRIL, 52 - 2º DT",3810-197,AVEIRO,PT,,,,,
215380,DDLX COMUNICAÇÃO DESIGN LISBOA,R DO CARMO 31 5º D,1200-093,LISBOA,PT,21 342 54 69,21 325 68 00,ddlx@ddlx.pt,,
215381,"IMPRILUZ GRAFICA, LDA.","R.FAUSTINO DA FONSECA,1 ALFRAGIDE",2610-070,AMADORA,PT,21 470 25 60,21 471 36 50,,,
215382,ANASTACIO SALDANHA,JOSE GALVÃO 1 B,2700-497,AMADORA,PT,21 498 71 20,21 498 71 28,,não tem email,
215383,IBERMUSICA LDACOMERCIO DE EDIÇÕES MUSICAIS,EST DE BOIALVO,2710-543,SINTRA,PT,,,arturcarneiro@ibermusica.net,VER NOTA,
215384,MARIA CELESTE MATIAS RODRIGUES,"AV. DAS FORÇAS ARMADAS, 39-2º ESQº",1600-076,LISBOA,PT,,,,,
215385,CARLOS ALBERTO CORREIA MATOS,"AV. ALMIRANTE REIS, 131 - 3º FRENTE",1150-015,LISBOA,PT,21 354 02 08,21 354 02 09,carlosdematos@oninet.pt,,
215386,"RUSTILANSE, PEDREIRA, LDA.",RUA DAS PEDREIRAS,2530-707,LOURINHA,PT,261 413 488,261 413 524,,,
215387,"GARCIA & FILHA, LDA.",RUA DAS AMOREIRAS,2670-354,LOURES,PT,219 830 910,219 824 171,,,
215388,MARIA EMILIA R COSTA GALEGO,R FRANCISCO JOSE VITORINO 13 3º ESQ,2795-085,LINDA-A-VELHA,PT,,,,,
215389,INÊS DIAS,"R. Luís de Camões, 126-1ºDt.º",1300-363,LISBOA,PT,,,,,
215390,MARIA LUISA T.COSTA SANTOS,"Rua Teixeira Pinto,56",1170-368,LISBOA,PT,,,,,
215391,ANTERO DUARTE DAS NEVES,"RUA ENGº ARALA PINTO, 51",2430-069,MARINHA GRANDE,PT,,,,,
215392,Leonora Tavares Barbosa,"R. Cons. Fernando de Sousa, 96",2765,S. Pedro do Estoril,PT,,,,,
215396,"CIRERA  SILVA, LDA",ALTO DO FORTE AP 20,2838-901,RIO DE MOURO,PT,21 916 25 20,21 916 13 54,cirera_silva@sapo.pt,,
215397,JOSE PEDRO ABREU FERREIRA,"Rua Veloso Salgado,12-3º Esq.",1600-217,LISBOA,PT,,,,,
215398,ANTONIO ALMEIDA DO VALE,"RUA DE MONSANTO, 653",4250-293,PORTO,PT,,,,,
215399,ERNESTO JORGE FERNANDES DA COSTA,"RUA DANIEL RODRIGUES, Nº 70, 1ºDTO",3030-257,COIMBRA,PT,,,,,
215400,"SINCRONIA DO TEMPORELOJOARIA E CONSULTADORIA, S.A.,","AV INF D HENRIQUE, 1679 R/C DTº CLJ",1900-716,LISBOA,PT,21 831 01 00,21 831 01 35,tempus@tempus.pt,,
215401,SARA RAQUEL ANDRÉ LUDOVICO,"Lg Rio Seco, nº 5-5º frente",1300-496,Lisboa,PT,,,,,
215402,"AUTO BVM REPARAÇÕES DE AUTOMOVEIS,","RUA DA LIBERDADE, 157 - 1ºDTº",2700-520,AMADORA,PT,,,,,
215403,LORENZO DEGLINNOCENTI,"BECO SÃO LUIS DA PENA, 14-R/C",1150-336,LISBOA,PT,,,,,
215404,JÀ - ESTAFETAS,ESTRADA DAS VARZEAS Nº4 C,2790-444,QUEIJAS  OEIRAS,PT,21 416 87 20/21/22,21 416 87 28,jaestafetas@sapo.pt,,
215405,NUNO CARREIRO DA COSTA,"RUA LÚCIO DE AZEVEDO,12-5ºC",1600-145,LISBOA,PT,,,,,
215406,JOSÉ JÚLIO ALVES LOPES,"RUA EDUARDO COELHO, 59",1200-165,LISBOA,PT,21 3477977,,,,
215407,VICTOR MANUEL CALISTO MILHEIRAO,"RUA ANIBAL MILHEIRÃO, 5",3070,MIRA,PT,,,,,
215408,MARGARIDA MARIA G.QUINTAO LAGES,"Rua Chaby Pinheiro,23-3º Esqº",1000-096,LISBOA,PT,,,,,
215409,JOSE DINIZ FARIA E MAIA,"Av.da Sra.do Monte da Saúde,345",2765-452,ESTORIL,PT,,,,,
215410,MIGUEL VALVERDE,"R ARCO DO CARVALHÃO, 18 - 3º DRTº",1070-009,LISBOA,PT,,,,,
215411,F COSTA OFICINA DE MUSEUS UNI LDA,R ALEXANDRE SÁ PINTO 109,1300-034, LISBOA,PT,21 362 36 82,21 362 36 87,fico@netcabo.pt,96 50 40 979 Sr.Antunes,
215412,FERNANDO VILLAS-BOAS,"R. GUSTAVO MATOS SEQUEIRA, 37 A - 1",1250-120,LISBOA,PT,,,,,
215413,MARIA ETELVINA SANTOS,"Av. Aida, Arcadas do Parque, 2 Ap 3",2765,ESTORIL,PT,,,,,
215414,MARÍLIA TERESA C BRAGA P SÊRRO,R ALMEIDA E SOUSA Nº 4 - 1º,1250-065,LISBOA,PT,,,,,
215415,MANUEL JOÃO MOURÃO GONÇALVES,LUGAR DO COUTO,4910-201,LANHELAS,PT,,,,,
215416,BRUNO MIGUEL DE M.CARDOSO SEQUEIRA,CALÇADA ENGº MIGUEL PAIS 5-2º DRT,1200-171,LISBOA,PT,,,bsequeira@gulbenkian.pt,VER NOTA,
215417,TRI-SISTEMA REPARA. AUTOMÓVEIS LDA,RUA DO VALE FORMOSO 114 A,1802-001,LISBOA,PT,,,,,
215418,FRANCISCO JOSÉ GRAÇA MARREIROS,"R Aljubarrota, 9-2º Fte",2910-389,SETUBAL,PT,,,,,
215419,COPICOLOR-CENTRO DE COPIAS,"Rua do Viveiro,278-A",2765-294,Monte do Estoril,PT,214 683 766,214 822 517,copicolor@netcabo.pt,,
215420,"REILIS-SISTE. PRODUT. HIGIENE, LDA","R.  DAS PEDREIRAS,BAIRRO CAVALEIR 4",2710-000,LOUREL-SINTRA,PT,21 910 56 30,21 910 56 39,reilis@reilis.com,#NAME?,
215421,FILIPE ALEXANDRE A.SILVA FREITAS," RUA DA CAPELA, 4 - A",2305-512,PAIALVO - TOMAR,PT,,,,,
215422,JOSÉ DE SÁ PEREIRA LDA.,RUA DO LORETO 53/55,1200-241,LISBOA,PT,2134253 87,213424991,,,
215423,ANABELA TRIGO TABORDA,Rua do Lindo Vale nº 225,4200-371,PORTO,PT,,,,,
215424,RUI MANUEL PINTO BARBOT COSTA,"Tv. da Pisca, 101-2º",4200,PORTO,PT,,,mario.claudio@mail.telepac.pt,,
215425,SOFIA DE OLIVEIRA PAIXAO,"Av. Ivens, Lt. 107-A, 3º Esq.",2610-268,ALFRAGIDE,PT,,,,,
215426,GREDIARCO Lda.,Rua do Gião Lote 18,2685-424,B.DA BOGALHEIRA CAMARATE,PT,21 947 19 96,21 947 06 55,,,
215427,ANTONIO MACHUCO ROSA,"RUA ANTÓNIO NOBRE, 15 - 5ºESQº",2800,ALMADA,PT,,,,,
215428,BIOMERIEUX PORTUGUESAAPARELHOS E REAGENTES DE LAB.LDA.RUA ALTO DO MONTIJO LOTE 1/2,PORTELA DE CARNAXIDE,2795-619,CARNAXIDE,PT,21 418 31 15,21 418 32 68,,,
215431,TIAGO MIGUEL GARCIA CERQUEIRA,"RUA DA ESCOLA NOVA,LOTE 2-JANAS",2710-257,SINTRA,PT,,,,,
215432,"AQUARENTALUG.EQUIP.DEPURAÇÃO ÁGUA, LDA.","R.PROF.DR.EGAS MONIZ, LOTE A LOJA-D",2605-084,IDANHA,PT,+351 214328777,+351 214328750,aquarent@fontelusa.pt,,
215433,PENTAPACK,R.Casal dos Ossos 41,2715-083,Pero Pinheiro,PT,219674206/07,219674205,,,
215434,NUNO GRAÇA DOS SANTOS,"R.Cap.António Gomes Rocha,nº6-4ºD",2745-245,Queluz,PT,,,,,
215435,JOSE NUNES DA ROCHA,"R. Henrique Nogueira, 32-2º F",2700-499,AMADORA,PT,,,,,
215436,PIETRO MICHELE SILVEIRA CASELLA,"Rua Artur Lamas, 19 - 2 D",1300-073,Alcântara,PT,,,,,
215441,MANUEL ANTÓNIO RIBEIRO,"R DE S BERNARDO, 15",4100-449,PORTO,PT,,,,,
215442,ACADEMIAGLOBALTRACY HUMAN PERFORMANCECENTRO EMPRESARIAL TORRES DE LISBOA,RUA TOMÁS DA FONSECA TORRE A 12-C,1600-209,LISBOA,PT,21 094 97 60,21 094 97 71,,,
215443,"DATABOX INFORMATICA, SA","RUA SEBASTIÃO E SILVA, 23",2745-838,MASSAMÁ,PT,21 430 84 00,21 430 84 97,hfarinha@databox.pt,,
215444,CLIPARTE-DESIGN & MAPAS TURISTICOS,"Lg. Samwel Diniz, 2 E",1500-552,LISBOA,PT,,,,,
215445,JOSE GUILHERMINO CURVELO TAROUCOCP CASES,RUA MIGUEL FERREIRA Nº32,7320-132,CASTELO DE VIDE,PT,24 590 57 50,24 590 57 50,josecpcases@sapo.pt,,
